id,source_number,level,unit,book_page,pdf_page,word,reading,part_of_speech,meaning_zh_original,meaning_zh_reviewed,sentence_ja_original,sentence_ja,sentence_zh_original,sentence_zh_reviewed,translation_status,correction_category,translation_note,has_original_sentence
n3_0100,0100,N3,1,6,8,ラーメン,ラーメン,名,拉面,拉面,ラーメンは中国の麺料理を起源として、大正時代ごろから日本の中華料理屋で出されていた料理をもとに発展したものである。,ラーメンは中国の麺料理を起源として、大正時代ごろから日本の中華料理屋で出されていた料理をもとに発展したものである。,拉面起源于中国面食。日本大正时代中餐馆出售的面食逐渐发展成了现在的拉面。,拉面起源于中国面食，是在日本大正时期中华料理店所供应的面食基础上发展而来的。,wording_refined,措辞优化,消除重复，并准确对应「麺料理」和「出されていた料理」。,True
n3_0101,0101,N3,1,6,8,来,らい,接尾,来，下次；来到；以后，以来,来，下次；来到；以后，以来,昨年来ここに住んでいる。,昨年来ここに住んでいる。,从去年开始住在这里。,从去年开始住在这里。,original_book,,使用原书例句与原书中文译文。,True
n3_0102,0102,N3,1,6,8,利益,りえき,名,利，盈利；利益，益处,利，盈利；利益，益处,そんな本を読んだってなんの利益にもならないよ。,そんな本を読んだってなんの利益にもならないよ。,读那样的书，一点儿好处都没有。,读那样的书，一点儿好处都没有。,original_book,,使用原书例句与原书中文译文。,True
n3_0103,0103,N3,1,6,8,理科,りか,名,理科,理科,理科の授業の中で物理がもっとも苦手です。,理科の授業の中で物理がもっとも苦手です。,在理科课程中，（我）最不擅长物理。,在理科课程中，（我）最不擅长物理。,original_book,,使用原书例句与原书中文译文。,True
n3_0104,0104,N3,1,6,8,ルール,ルール,名,规则,规则,ルールに従って、行動を取る。,ルールに従って、行動を取る。,按照规则行动。,按照规则行动。,original_book,,使用原书例句与原书中文译文。,True
n3_0105,0105,N3,1,6,8,例,れい,名,常例，惯例；例子，事例；先例，前例,常例，惯例；例子，事例；先例，前例,例を挙げればきりがない。,例を挙げればきりがない。,例子不胜枚举。,例子不胜枚举。,original_book,,使用原书例句与原书中文译文。,True
n3_0106,0106,N3,1,7,9,輪,わ,名,箍，环；车轮,箍，环；车轮,みんなで手をつないで輪を作る。,みんなで手をつないで輪を作る。,大家手拉手围成一个圈。,大家手拉手围成一个圈。,original_book,,使用原书例句与原书中文译文。,True
n3_0107,0107,N3,2,8,10,愛,あい,名,爱，爱情；爱好，热爱,爱，爱情；爱好，热爱,芸術に対する愛を示します。,芸術に対する愛を示します。,表现出对艺术的热爱。,表现出对艺术的热爱。,original_book,,使用原书例句与原书中文译文。,True
n3_0108,0108,N3,2,8,10,あいつ,あいつ,名,他；那个家伙；那小子；那个东西,他；那个家伙；那小子；那个东西,あいつは本当にいい男です。,あいつは本当にいい男です。,他真是个好男人。,他真是个好男人。,original_book,,使用原书例句与原书中文译文。,True
n3_0109,0109,N3,2,8,10,アイデア,アイデア・アイディア,名,想法，主意,想法，主意,いいアイデアが浮かんだ。,いいアイデアが浮かんだ。,想到了一个好主意。,想到了一个好主意。,original_book,,使用原书例句与原书中文译文。,True
n3_0110,0110,N3,2,8,10,位,い,接尾,位；名次,位；名次,彼は今回の試合で第一位になりました。,彼は今回の試合で第一位になりました。,他在这次比赛中得了第一。,他在这次比赛中得了第一名。,wording_refined,措辞优化,补足比赛名次的自然中文表达。,True
n3_0111,0111,N3,2,8,10,胃,い,名,胃,胃,お酒を飲み過ぎると胃を壊します。,お酒を飲み過ぎると胃を壊します。,过量喝酒会伤胃。,过量喝酒会伤胃。,original_book,,使用原书例句与原书中文译文。,True
n3_0112,0112,N3,2,8,10,委員,いいん,名,委员,委员,先週委員に選ばれてアメリカへ出 張に行きました。,先週委員に選ばれてアメリカへ出張に行きました。,上周被选为委员，去美国出差了。,上周被选为委员，去美国出差了。,original_book,,使用原书例句与原书中文译文。,True
n3_0113,0113,N3,2,8,10,ウイルス,ウイルス,名,病毒,病毒,これはウイルスの感染によって起こる病気です。,これはウイルスの感染によって起こる病気です。,这病是病毒感染引起的。,这病是病毒感染引起的。,original_book,,使用原书例句与原书中文译文。,True
n3_0114,0114,N3,2,8,10,ウーマン,ウーマン,名,妇女,妇女,1960年代半ば、福岡市で異色のセールスウーマンが誕生した。,1960年代半ば、福岡市で異色のセールスウーマンが誕生した。,20世纪60年代中期，福冈市出现了独特的女销售员。,20世纪60年代中期，福冈市诞生了一位与众不同的女推销员。,wording_refined,措辞优化,「異色」在此是与众不同；同时保留「誕生した」的表达。,True
n3_0115,0115,N3,2,8,10,影響,えいきょう,名·自サ,影响,影响,親の生き方が子供に影響します。,親の生き方が子供に影響します。,父母的生活方式会影响孩子。,父母的生活方式会影响孩子。,original_book,,使用原书例句与原书中文译文。,True
n3_0116,0116,N3,2,8,10,得る,える,他一,得，得到，取得，获得,得，得到，取得，获得,本から多くの知識を得ます。,本から多くの知識を得ます。,从书中得到许多知识。,从书中得到许多知识。,original_book,,使用原书例句与原书中文译文。,True
n3_0117,0117,N3,2,8,10,応接,おうせつ,名·自他サ,接待；应接,接待；应接,次々と訪れる客に応接します。,次々と訪れる客に応接します。,接待陆续到访的客人。,接待陆续到访的客人。,original_book,,使用原书例句与原书中文译文。,True
n3_0118,0118,N3,2,8,10,大きめ,おおきめ,名·形动,大一点,大一点,このスウェットは少し大きめで、リラックスできる。,このスウェットは少し大きめで、リラックスできる。,这件运动服有点儿大，穿起来很宽松。,这件运动服有点儿大，穿起来很宽松。,original_book,,使用原书例句与原书中文译文。,True
n3_0119,0119,N3,2,8,10,大声,おおごえ,名,大声，高声,大声，高声,彼は大声で話し、教室中の注意を引いた。,彼は大声で話し、教室中の注意を引いた。,他大声说话，引起了教室里所有人的注意。,他大声说话，引起了教室里所有人的注意。,original_book,,使用原书例句与原书中文译文。,True
n3_0120,0120,N3,2,8,10,大匙,おおさじ,名,大匙,大匙,レシピには砂糖を一大匙入れると書いてある。,レシピには砂糖を一大匙入れると書いてある。,食谱上写着放一大匙糖。,食谱上写着放一大匙糖。,original_book,,使用原书例句与原书中文译文。,True
n3_0121,0121,N3,2,8,10,大通り,おおどおり,名,大道，大路,大道，大路,横町から大通りに出ます。,横町から大通りに出ます。,穿过小巷来到大街上。,从横街走到大路上。,corrected,实质误译,「横町」是横街、侧街，不是“穿过小巷”。,True
n3_0122,0122,N3,2,9,11,お陰,おかげ,名,保佑；托……的福,保佑；托……的福,毎日練習した御陰で上手になりました。,毎日練習した御陰で上手になりました。,多亏了每天练习才有所提高。,多亏了每天练习才有所提高。,original_book,,使用原书例句与原书中文译文。,True
n3_0123,0123,N3,2,9,11,開会,かいかい,名·自他サ,开会,开会,これから開会いたします。,これから開会いたします。,接下来开始开会。,接下来开始开会。,original_book,,使用原书例句与原书中文译文。,True
n3_0124,0124,N3,2,9,11,解説,かいせつ,名·他サ,解说，讲解,解说，讲解,ここ一週間の時事問題について解説してください。,ここ一週間の時事問題について解説してください。,请讲解一下本周的时事。,请讲解一下本周的时事。,original_book,,使用原书例句与原书中文译文。,True
n3_0125,0125,N3,2,9,11,改造,かいぞう,名·他サ,改造；改建,改造；改建,屋根裏を改造して仕事部屋にする。,屋根裏を改造して仕事部屋にする。,将房顶改造为办公用的房间。,把阁楼改造成工作室。,corrected,实质误译,「屋根裏」是阁楼，不是房顶；「仕事部屋」是工作室、书房。,True
n3_0126,0126,N3,2,9,11,各地,かくち,名,各地,各地,防災訓練が毎年９月に全国各地で行われます。,防災訓練が毎年９月に全国各地で行われます。,每年9月，全国各地都进行防灾演习。,每年9月，全国各地都进行防灾演习。,original_book,,使用原书例句与原书中文译文。,True
n3_0127,0127,N3,2,9,11,歌舞伎,かぶき,名,歌舞伎,歌舞伎,歌舞伎は日本の伝統的な芸術としてよく知られています。,歌舞伎は日本の伝統的な芸術としてよく知られています。,歌舞伎作为日本传统的艺术形式广为人知。,歌舞伎作为日本传统的艺术形式广为人知。,original_book,,使用原书例句与原书中文译文。,True
n3_0128,0128,N3,2,9,11,カロリー,カロリー,名,卡路里，热量,卡路里，热量,成人男子は一日に最低2400カロリー必要です。习题： の高い料理を食べ過ぎないようにしている。1.カロリー 2.パーセント3.ビタミン 4.メーター解析：答案是1。「パーセント」意为“百分率”。「ビタミン」,成人男子は一日に最低2400カロリー必要です。,成年男子一天至少需要2400卡路里的热量。意为“维生素”。「メーター」意为“米”。,成年男子一天至少需要2400卡路里的热量。,data_cleaned,数据提取清理,移除误并入例句的习题、选项和解析文本。,True
n3_0129,0129,N3,2,9,11,寄付,きふ,名·他サ,捐献，捐赠,捐献，捐赠,あの老人は母校に自分のすべての財産を寄付しました。,あの老人は母校に自分のすべての財産を寄付しました。,那位老人将自己的财产全部捐给了母校。,那位老人将自己的财产全部捐给了母校。,original_book,,使用原书例句与原书中文译文。,True
n3_0130,0130,N3,2,9,11,希望,きぼう,名·他サ,希望，期望，愿望,希望，期望，愿望,彼女の目は希望に輝いていました。,彼女の目は希望に輝いていました。,她的眼中充满了希望。,她的眼中充满了希望。,original_book,,使用原书例句与原书中文译文。,True
n3_0131,0131,N3,2,9,11,教養,きょうよう,名,教育；修养，教养,教育；修养，教养,子供を教養のある人に育てたいです。,子供を教養のある人に育てたいです。,希望把孩子培养成有教养的人。,希望把孩子培养成有教养的人。,original_book,,使用原书例句与原书中文译文。,True
